X;DistCode;SerialNum;HousMembers;Age;NumbRooms;FloorSpace;Conso;ElecYN;Loc1;Loc2;Loc3;Loc4;Loc5;Loc6;ElecCookYN;Poele;LaveLinge;Clim;LaveVaisselle;Frigo;Freezer;FrigoFreezer;Micronde;Aspirateur;FerRepasser;Antenne;TV;VideoRecord;VideoCamera;CD;Radio;PC;income
14506;508;5;8;1968;4;100;1301;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;38159,45761
14514;508;6;7;1987;4;100;701;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;48987,96182
14521;508;7;8;1922;5;97;801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;40991,93521
14529;508;8;2;1968;3;65;161;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;14130,84163
14531;508;9;4;1986;2;45;351;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;25467,17161
14535;509;1;5;1988;4;70;201;1;0;0;0;0;0;1;0;2;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;31039,6659
14540;509;10;3;1920;2;40;101;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18558,90652
14543;509;11;2;1925;2;35;301;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15279,21388
14545;509;2;5;1983;4;90;251;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;27094,16115
14550;509;3;4;1927;3;50;501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;107464,071
14554;509;4;2;1927;2;30;101;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13469,52266
14556;509;5;1;1965;1;35;21;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;14358,47916
14557;509;6;1;1954;2;32;201;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13045,6387
14558;509;7;3;1990;2;40;601;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;18184,01404
14561;509;8;2;1959;2;40;201;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16879,31092
14563;509;9;5;1961;1;16;401;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;27724,93493
14568;51;1;4;1973;3;80;1001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;2;0;0;41301,42029
14572;51;10;4;1963;2;48;1001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;0;33130,093
14576;51;11;5;1972;3;56;901;1;1;0;0;0;0;0;0;1;1;0;0;2;1;0;0;1;0;0;2;1;0;1;1;0;37031,86217
14581;51;2;3;1974;1;45;1501;1;1;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;0;0;1;0;0;0;1;0;23958,56158
14584;51;3;1;1974;1;50;201;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5775,012
14585;51;4;4;1974;2;56;1001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;27275,7697
14589;51;5;1;1971;2;44;271;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;6172,56025
14590;51;6;3;1959;2;54;701;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;15637,4515
14593;51;7;1;1960;1;35;191;1;1;0;0;0;0;0;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;4108,265129
14594;51;8;1;1972;1;22;301;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;9632,928408
14595;51;9;5;1965;2;54;851;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;1;1;1;42913,35375
14600;510;1;3;1956;2;32;251;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;16861,23452
14603;510;10;2;1972;3;60;301;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;20104,1028
14605;510;11;7;1988;4;120;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;42174,86491
14612;510;2;3;1962;3;60;301;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11617,26379
14615;510;3;6;1978;2;48;401;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;38972,86217
14621;510;4;4;1981;3;70;501;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;17233,25278
14625;510;5;2;1964;2;48;201;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;12355,76083
14627;510;6;2;1988;3;54;251;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;14919,76218
14629;510;7;7;1996;4;120;601;1;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;40887,88201
14636;510;8;4;1973;3;50;301;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;56198,05124
14640;510;9;2;1956;3;40;301;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;17847,67975
14642;511;1;3;1956;2;75;401;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;24211,80118
14645;511;10;2;1985;2;50;101;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;7439,601393
14647;511;11;7;1985;3;50;2001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;34287,23064
14654;511;2;2;1960;2;68;401;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;16063,15369
14656;511;3;3;1954;2;60;421;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;37533,95909
14659;511;4;5;1965;4;80;1801;1;0;0;0;0;0;1;0;1;1;0;0;2;1;0;0;1;0;0;1;0;0;0;1;0;69982,90561
14664;511;5;4;1960;2;65;801;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;38658,1704
14668;511;6;5;1980;3;70;3001;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;47313,42735
14673;511;7;3;1980;6;300;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;1;2;1;0;1;1;1;55322,30094
14676;511;8;2;1970;3;70;1501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;15201,65597
14678;511;9;2;1952;2;45;401;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;13461,50215
14680;512;1;6;1986;3;97;681;1;0;0;0;0;0;1;0;1;1;0;0;0;1;2;1;1;1;0;1;1;1;0;1;0;85400,12237
14686;512;10;3;1988;4;120;601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;47896,32328
14689;512;11;6;1969;3;64;501;1;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;42110,77214
14695;512;2;7;1976;4;80;501;1;0;0;0;0;0;1;0;1;1;0;0;1;2;0;0;1;1;0;1;1;0;0;0;0;48934,42819
14702;512;3;4;1980;3;70;301;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;26726,31563
14706;512;4;7;1975;3;70;201;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;31887,30237
14713;512;5;2;1928;2;35;101;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6118,965301
14715;512;6;6;1965;3;80;501;1;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;1;0;0;2;0;0;0;0;0;20868,90401
14721;512;7;2;1964;1;40;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;1;205133,0929
14723;512;8;2;1938;2;35;121;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;16573,26753
14725;512;9;3;1970;7;120;601;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;0;25793,95992
14728;513;10;5;1980;5;100;3501;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;2;1;0;0;1;1;39635,77927
14733;513;2;2;1977;2;40;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;13931,07782
14735;513;3;2;1960;3;60;601;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;13266,06118
14737;513;4;6;1972;3;70;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;21126,06169
14743;513;5;3;1945;3;70;2001;1;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;44621,0386
14746;513;6;4;1945;4;80;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;20959,50875
14750;513;7;3;1981;4;100;601;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;26228,24697
14753;513;8;4;1982;6;180;1501;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;1;0;2;0;0;1;1;1;40761,80331
14757;513;9;4;1957;4;80;301;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;13965,85482
14761;514;1;7;1961;3;75;2001;1;0;0;0;0;0;1;0;2;1;0;0;2;2;0;0;1;0;1;2;2;0;0;0;0;43823,01353
14768;514;10;2;1967;1;50;401;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;15926,92656
14770;514;11;3;1970;1;35;501;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;15543,86299
14773;514;2;4;1976;3;80;1501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;30101,30464
14777;514;3;5;1969;3;40;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;38476,97315
14782;514;4;5;1973;3;80;1601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;39352,92814
14787;514;5;2;1961;3;50;501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;15603,83456
14789;514;6;5;1988;2;52;701;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;23420,67614
14794;514;7;5;1990;1;25;801;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;26299,28827
14799;514;8;4;1965;3;50;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;18658,77797
14803;514;9;3;1978;3;70;3501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;27172,04637
14806;515;1;4;1935;4;96;3001;1;0;0;0;0;0;1;0;2;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;60736,57686
14810;515;10;2;1966;2;32;501;1;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;6685,512886
14812;515;11;5;1964;4;65;801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;2;1;0;0;0;0;34362,0303
14817;515;2;4;1963;3;60;2001;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;1;2;1;0;1;0;1;47125,91323
14821;515;3;4;1973;3;56;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;34645,42502
14825;515;4;4;1999;6;150;1401;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;1;1;0;52102,53271
14829;515;5;2;1989;2;30;1;1;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;7835,453768
14831;515;6;3;1975;2;30;601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;8826,507352
14834;515;7;2;1969;3;60;1801;1;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;8043,308397
14836;515;8;4;1968;3;40;1;1;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;10583,11058
14840;515;9;1;1973;5;80;901;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;5311,736856
14841;516;1;4;1934;2;86;1501;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;1;1;18208,38037
14845;516;10;1;1954;4;85;901;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;2;0;0;0;1;0;14926,84651
14846;516;2;1;1964;3;100;1401;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;0;0;7082,380604
14847;516;3;1;1962;2;80;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;14182,70198
14848;516;4;3;1978;3;120;1401;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;28863,26229
14851;516;5;3;1960;6;165;1801;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;3;1;0;1;1;0;29793,59851
14854;516;6;4;1942;2;60;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;2;1;0;1;1;0;14931,28179
14858;516;7;3;1978;3;100;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;28025,8252
14861;516;8;3;1975;3;100;1501;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;2;1;0;1;1;0;43206,03758
14864;516;9;2;1960;2;35;601;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;28046,43707
14866;517;1;2;1978;1;46;1801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;16308,11774
14868;517;10;4;1950;2;70;901;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;26043,82114
14872;517;11;4;1938;3;64;2001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;31814,71852
14876;517;2;5;1978;5;100;2601;1;0;0;0;0;0;1;1;2;1;1;0;1;1;0;1;1;0;0;1;1;0;0;1;1;38493,17997
14881;517;3;3;1980;2;40;4001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;13023,53074
14884;517;4;3;1984;4;80;801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;36920,53835
14887;517;5;2;1970;2;32;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;13718,92051
14889;517;6;3;1988;3;60;1501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;18489,28262
14892;517;7;2;1963;4;65;601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;17024,52072
14894;517;8;2;1938;3;100;701;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;21640,51284
14896;517;9;2;1938;2;65;601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;9597,906674
14898;518;1;3;1987;3;83;1001;1;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;2;0;3;1;1;1;1;0;21720,85281
14901;518;10;2;1987;1;40;601;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;15772,7038
14903;518;11;2;1987;2;58;601;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;8885,669998
14905;518;2;3;1987;2;68;801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;102288,6303
14908;518;3;4;1986;2;58;601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;27392,04691
14912;518;4;4;1987;1;41;501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;39763,58867
14916;518;5;2;1980;2;60;501;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4008,147014
14918;518;6;5;1987;2;58;1301;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;1;0;1;1;0;15154,03845
14923;518;8;3;1987;2;58;901;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;19954,7723
14926;519;1;1;1970;2;25;251;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4658,65682
14927;519;10;5;1968;3;72;1801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;12556,93416
14932;519;11;1;1959;2;65;801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;14894,23695
14933;519;2;3;1969;3;62;1301;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;17598,84681
14936;519;3;6;1976;4;64;1501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;0;0;1;0;35274,20693
14942;519;4;2;1929;2;20;501;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;7017,760791
14944;519;5;4;1966;2;50;2501;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;16164,21106
14948;519;6;2;1962;2;42;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;11170,49229
14950;519;7;5;1930;2;63;1501;1;0;0;0;0;0;1;0;2;1;0;0;4;1;0;0;1;1;0;1;0;0;0;1;0;28505,59222
14955;519;8;3;1982;2;50;2501;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;28604,48109
14958;519;9;2;1963;1;34;701;1;0;0;0;0;0;1;0;1;1;0;0;1;2;0;0;1;0;0;1;0;0;0;1;0;8776,280495
14960;52;1;2;1967;1;35;801;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;17626,10686
14962;52;10;4;1960;2;60;651;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;20730,89785
14966;52;11;4;1980;4;100;1101;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;24162,76005
14970;52;2;3;1960;2;60;501;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;19472,75825
14973;52;3;4;1974;4;180;4001;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;1;1;0;53706,16881
14977;52;4;3;1975;2;50;1601;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;17905,11476
14980;52;5;4;1975;2;64;801;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;15259,10181
14984;52;6;4;1982;4;112;1201;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;2;2;0;1;1;1;23003,60524
14988;52;7;3;1980;2;40;601;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1474,178308
14991;52;8;2;1974;2;50;351;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;9279,089583
14993;52;9;5;1980;3;70;901;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;35118,31763
14998;520;1;6;1990;3;58;201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;39781,32877
15004;520;10;4;1986;2;24;5001;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;12349,32403
15008;520;11;2;1986;3;50;351;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;45093,95778
15010;520;2;4;1986;5;96;301;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;35334,64785
15014;520;3;4;1965;3;60;1501;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;29495,7355
15018;520;4;1;1962;5;80;301;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;6801,646112
15019;520;5;2;1960;4;60;301;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;11022,78156
15021;520;6;3;1981;3;74;1301;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;25207,50762
15024;520;7;3;1985;6;100;671;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;2;0;0;1;1;0;0;0;0;29898,61544
15027;520;8;1;1982;1;16;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5114,671712
15028;520;9;6;1985;6;144;741;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;25642,65045
15034;521;1;6;1972;6;170;1001;1;0;0;0;0;0;1;0;4;1;0;0;1;2;0;0;1;0;0;2;0;0;1;3;0;35872,71302
15040;521;10;6;1973;4;102;801;1;0;0;0;0;0;1;0;3;1;0;0;0;1;1;0;1;0;0;2;1;0;1;1;0;42581,62761
15046;521;11;2;1965;3;60;601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;29676,09869
15048;521;2;3;1974;6;180;1501;1;0;0;0;0;0;1;1;1;1;0;0;1;2;0;0;2;1;0;2;1;0;1;2;0;40515,877
15051;521;3;4;1937;2;32;801;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;45942,54864
15055;521;5;7;1964;4;80;1601;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;60420,46414
15062;521;6;3;1995;7;150;1042;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;2;1;0;1;2;0;23699,052
15065;521;7;9;1984;4;80;1901;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;2;0;0;0;1;0;54982,46812
15074;521;8;2;1985;4;100;1001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;16156,65719
15076;521;9;6;1975;6;180;2501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;1;50911,43124
15082;522;1;1;1955;2;40;351;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4205,566332
15083;522;10;6;1964;3;80;421;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;0;1;0;39963,27911
15089;522;11;6;1983;4;60;3501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;0;3;2;0;2;0;0;40860,80376
15095;522;2;1;1986;3;90;751;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;11428,33296
15096;522;3;6;1965;5;100;3001;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;32747,67913
15102;522;4;6;1958;4;100;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;1;1;0;37135,39891
15108;522;5;4;1979;6;200;701;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;33501,36752
15112;522;6;3;1965;1;20;401;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;23606,40148
15115;522;7;2;1977;5;130;1101;1;0;0;0;0;0;1;1;1;1;0;0;2;1;0;0;1;0;0;1;1;0;1;0;0;37448,67715
15117;522;8;6;1970;6;180;1201;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;38607,75023
15123;522;9;4;1967;3;60;1201;1;0;0;0;0;0;1;0;0;1;2;0;1;1;0;0;1;0;0;1;1;0;0;0;0;37516,09185
15127;523;1;5;1991;4;100;701;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;22246,98194
15132;523;10;2;1960;2;40;121;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;11426,74854
15134;523;11;4;1978;6;100;501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;38181,98517
15138;523;2;2;1981;4;110;1001;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;3;1;0;1;1;0;29068,33808
15140;523;3;6;1964;4;100;1501;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;2;1;0;0;0;0;104824,0814
15146;523;4;2;1968;3;70;601;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;6958,157983
15148;523;5;1;1980;1;15;41;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3929,986074
15149;523;6;1;1982;3;100;501;1;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;12202,37882
15150;523;7;4;1989;4;100;1501;1;0;0;0;0;0;1;1;2;1;0;0;2;1;0;1;1;0;0;2;1;0;1;1;1;41596,16283
15154;523;8;3;1963;3;60;501;1;0;0;0;0;0;1;0;2;0;0;0;1;1;0;0;1;0;0;2;0;0;0;1;0;26593,57825
